siRNA,cluster,df,p.value,comparison,channel,containment_df,fold_change,fold_change_95lcl,fold_change_95ucl,log2_fold_change,log2_fold_change_95lcl,log2_fold_change_95ucl
SBF2 - scrambled,Nucleolus,4,0.2771083217157054,unnormalised,01_PABPC1,NA,1.1054163280727465,0.9455074064385219,1.2923698429529822,0.14458982782899796,-0.0808393356120867,0.37001899127008286
SBF2 - scrambled,Nucleolus - Nucleus (combined),4,0.0011799909479569297,relative_to_Nucleus (combined),01_PABPC1,4,1.1190569499121572,1.0895315262761736,1.1493824886617106,0.16228345835646651,0.12370794234115372,0.20085897437177921
SBF2 - scrambled,Nucleus (combined),4,0.9097187785800983,unnormalised,01_PABPC1,NA,0.9890061911871523,0.8265422394172143,1.183403823253109,-0.015948542591505493,-0.27483954634300645,0.24294246115999538
SBF2 - scrambled,Nucleoplasm,4,0.843723560214034,unnormalised,01_PABPC1,NA,1.0192385893686138,0.8533753463264369,1.2173392476477018,0.027491805584407506,-0.22874766263091723,0.2837312737997322
SBF2 - scrambled,Nucleoplasm - Nucleus (combined),4,0.006861866201086629,relative_to_Nucleus (combined),01_PABPC1,4,1.0305684620084856,1.0187694785561505,1.0425040966006895,0.04344034817591304,0.02682764348870979,0.060053052863116
SBF2 - scrambled,Nucleus (combined),4,0.9112426124585463,unnormalised,01_PABPC1,NA,0.9891601299716776,0.8262333858212949,1.1842147503553087,-0.015724004625098986,-0.27537873817228564,0.2439307289220878
SBF2 - scrambled,PML bodies,4,0.655357363633685,unnormalised,01_PABPC1,NA,1.0438096744320022,0.8766233579443822,1.2428811376789357,0.061858678588977256,-0.189970974384858,0.31368833156281267
SBF2 - scrambled,PML bodies - Nucleus (combined),4,0.0017157877728889582,relative_to_Nucleus (combined),01_PABPC1,4,1.0552484302636516,1.0404657280029803,1.0702411618220173,0.07758268321407635,0.05722944479025521,0.09793592163789758
SBF2 - scrambled,Nucleus (combined),4,0.08621207979481342,unnormalised,02_CDK7,NA,1.1035968221156431,1.01336012387983,1.2018688293365047,0.14221320746837307,0.019146964471710746,0.26527945046503565
SBF2 - scrambled,Cajal bodies,4,0.9201364800253851,unnormalised,02_CDK7,NA,1.003877991334228,0.9350068438580251,1.0778220802395195,0.005583938618164974,-0.0969511699256998,0.10811904716202979
SBF2 - scrambled,Cajal bodies - Nucleus (combined),4,0.0013051955948741871,relative_to_Nucleus (combined),02_CDK7,4,0.9096419736056779,0.8888563133143758,0.9309137008430924,-0.13662926885020824,-0.16997787360841493,-0.10328066409200147
SBF2 - scrambled,Nucleus (combined),4,0.07848406022738583,unnormalised,02_CDK7,NA,1.1025014284764538,1.0163405969404795,1.1959665917623539,0.1407805250386334,0.023383960350574263,0.25817708972669284
SBF2 - scrambled,Nuclear periphery,4,7.615419272370152e-4,unnormalised,02_CDK7,NA,0.7114170799876326,0.6618635702006577,0.7646806449019253,-0.4912324832685162,-0.59539422963653,-0.38707073690050237
SBF2 - scrambled,Nuclear periphery - Nucleus (combined),4,0.0013238407017117843,relative_to_Nucleus (combined),02_CDK7,4,0.6452754269631554,0.5796075844017937,0.7183832438497573,-0.6320130083071498,-0.7868516216155955,-0.47717439499870407
SBF2 - scrambled,Nucleus (combined),4,0.07187121148932582,unnormalised,02_CDK7,NA,1.1025967232289091,1.01911822250316,1.192913154951812,0.14090521904989023,0.027321420616409905,0.25448901748337027
SBF2 - scrambled,Nuclear speckles,4,0.27772876281731984,unnormalised,02_CDK7,NA,0.9517612944195103,0.8810500196245863,1.028147711682797,-0.07132830973593199,-0.18270416766465694,0.040047548192793096
SBF2 - scrambled,Nuclear speckles - Nucleus (combined),4,2.8940197051643024e-4,relative_to_Nucleus (combined),02_CDK7,4,0.8631998212658537,0.8424676325684913,0.8844422060011013,-0.2122335287858222,-0.24730683557202834,-0.17716022199961604
SBF2 - scrambled,Nucleus (combined),4,0.08335164020768167,unnormalised,02_CDK7,NA,1.1031239315054382,1.0144491736482955,1.199549903405907,0.14159488097867157,0.020696584402163917,0.26249317755517954
SBF2 - scrambled,Nucleolus,4,0.587638204776064,unnormalised,02_CDK7,NA,1.020423819960365,0.9540087115792916,1.0914625408595755,0.02916848156928689,-0.06792565455295001,0.1262626176915239
SBF2 - scrambled,Nucleolus - Nucleus (combined),4,0.008201373966953947,relative_to_Nucleus (combined),02_CDK7,4,0.9250309877402333,0.8964876074777377,0.9544831642314929,-0.11242639940938479,-0.1576444546313957,-0.06720834418737376
SBF2 - scrambled,Nucleus (combined),4,0.09145937947029208,unnormalised,02_CDK7,NA,1.1042412080967603,1.0113475845215134,1.2056672348071988,0.14305534577113962,0.016278914435630298,0.2698317771066492
SBF2 - scrambled,Nucleoplasm,4,0.4822879853584506,unnormalised,02_CDK7,NA,1.0318208014972954,0.9531072246129514,1.1170350396146331,0.04519243661435664,-0.06928956835383734,0.15967444158255084
SBF2 - scrambled,Nucleoplasm - Nucleus (combined),4,7.834398135174532e-4,relative_to_Nucleus (combined),02_CDK7,4,0.9344161347462421,0.9209742339255202,0.9480542242235173,-0.0978629091567828,-0.11876730025137969,-0.07695851806218597
SBF2 - scrambled,Nucleus (combined),4,0.07845919239210117,unnormalised,02_CDK7,NA,1.1031595748828045,1.0164516188399617,1.1972641147883478,0.14164149558973352,0.023541547282213315,0.25974144389725373
SBF2 - scrambled,PML bodies,4,0.37348601589822844,unnormalised,02_CDK7,NA,1.0597066001706557,0.9459547896798638,1.187137155704128,0.08366488264618942,-0.08015686086104838,0.24748662615342748
SBF2 - scrambled,PML bodies - Nucleus (combined),4,0.10625961278308751,relative_to_Nucleus (combined),02_CDK7,4,0.9606104359681916,0.9248817213037474,0.9977193714999851,-0.05797661294354398,-0.11265921682515145,-0.003294009061936451
SBF2 - scrambled,Nucleus (combined),4,0.024229607277781996,unnormalised,02_RPS6_pS235_S236,NA,0.718963680859208,0.598614533871547,0.8635085604278719,-0.47600920150754755,-0.740300788169856,-0.21171761484523924
SBF2 - scrambled,Cajal bodies,4,0.0281324823315604,unnormalised,02_RPS6_pS235_S236,NA,0.753550271636543,0.6391007145802171,0.888495348118149,-0.4082243332680488,-0.6458847944255404,-0.1705638721105571
SBF2 - scrambled,Cajal bodies - Nucleus (combined),4,0.06640251931984513,relative_to_Nucleus (combined),02_RPS6_pS235_S236,4,1.0481061723952478,1.010277116496984,1.0873517084322641,0.06778486823949888,0.014751074917270228,0.12081866156172759
SBF2 - scrambled,Nucleus (combined),4,0.030380418356599916,unnormalised,02_RPS6_pS235_S236,NA,0.719929810294959,0.59172929896093,0.8759054734343268,-0.4740718373261902,-0.756990764242309,-0.19115291041007124
SBF2 - scrambled,Nuclear periphery,4,0.06009441291556945,unnormalised,02_RPS6_pS235_S236,NA,0.7149326476070138,0.5551042305408282,0.9207796707230838,-0.4841207600456465,-0.8491694067292905,-0.11907211336200245
SBF2 - scrambled,Nuclear periphery - Nucleus (combined),4,0.8326382948750538,relative_to_Nucleus (combined),02_RPS6_pS235_S236,4,0.9930588196009027,0.9347238091325244,1.0550344492694101,-0.010048922719456439,-0.09738795240808051,0.07729010696916751
SBF2 - scrambled,Nucleus (combined),4,0.021479892546142385,unnormalised,02_RPS6_pS235_S236,NA,0.7168472075995199,0.5999541332009177,0.856515341100484,-0.4802624464328019,-0.7370758847211178,-0.22344900814448587
SBF2 - scrambled,Nuclear speckles,4,0.03144827622003149,unnormalised,02_RPS6_pS235_S236,NA,0.787987994255737,0.6824442307302122,0.9098546828167811,-0.3437544458651751,-0.5512169409228267,-0.1362919508075235
SBF2 - scrambled,Nuclear speckles - Nucleus (combined),4,0.03973488886415195,relative_to_Nucleus (combined),02_RPS6_pS235_S236,4,1.0992412133325364,1.0334588241303817,1.169210825700341,0.13650800056762677,0.04748090893142869,0.22553509220382514
SBF2 - scrambled,Nucleus (combined),4,0.02406755446748019,unnormalised,02_RPS6_pS235_S236,NA,0.7171773056725683,0.5965349005204813,0.8622182663964774,-0.4795982585378284,-0.7453215490290607,-0.21387496804659614
SBF2 - scrambled,Nucleolus,4,0.0645342314726369,unnormalised,02_RPS6_pS235_S236,NA,0.8128620281392979,0.6924048491994088,0.9542750567889824,-0.2989175989355686,-0.5303122663534611,-0.06752293151767604
SBF2 - scrambled,Nucleolus - Nucleus (combined),4,0.0015695492422639888,relative_to_Nucleus (combined),02_RPS6_pS235_S236,4,1.1334185029418862,1.0976241167677043,1.1703801722160052,0.18068065960225987,0.1343840855655392,0.22697723363898045
SBF2 - scrambled,Nucleus (combined),4,0.023821955868388034,unnormalised,02_RPS6_pS235_S236,NA,0.7175375703267637,0.5973537527722873,0.861901615987171,-0.47887372148920077,-0.7433425466072078,-0.21440489637119337
SBF2 - scrambled,Nucleoplasm,4,0.02526985625763267,unnormalised,02_RPS6_pS235_S236,NA,0.74130155764021,0.6263975915130907,0.8772830655884113,-0.43186755207168537,-0.6748494293829301,-0.18888567476044058
SBF2 - scrambled,Nucleoplasm - Nucleus (combined),4,0.08420680543601579,relative_to_Nucleus (combined),02_RPS6_pS235_S236,4,1.0331188056154668,1.0046605179089179,1.0623832105374849,0.04700616941751553,0.006708086609944973,0.0873042522250859
SBF2 - scrambled,Nucleus (combined),4,0.021910772263643363,unnormalised,02_RPS6_pS235_S236,NA,0.7160035243107341,0.5982098737647655,0.8569919510004378,-0.48196140615047706,-0.7412763718023769,-0.22264644049857713
SBF2 - scrambled,PML bodies,4,0.030102666546458923,unnormalised,02_RPS6_pS235_S236,NA,0.7399492935552248,0.6185509347321761,0.8851735989534101,-0.43450168420370466,-0.6930356957084551,-0.1759676726989541
SBF2 - scrambled,PML bodies - Nucleus (combined),4,0.042392821953872215,relative_to_Nucleus (combined),02_RPS6_pS235_S236,4,1.0334436471769355,1.011025614307546,1.0563587675489767,0.047459721946772185,0.015819548345140058,0.0790998955484044
SBF2 - scrambled,Nucleus (combined),4,0.0110637410920862,unnormalised,03_CDK9,NA,1.2589310382450465,1.1380638119714999,1.392634878980267,0.33219925723740057,0.18658145275329815,0.47781706172150323
SBF2 - scrambled,Cajal bodies,4,0.24354334355617957,unnormalised,03_CDK9,NA,0.937832308431415,0.8553538217984077,1.0282638790209166,-0.09259811396160898,-0.2254067727102283,0.04021054478701023
SBF2 - scrambled,Cajal bodies - Nucleus (combined),4,9.69665198508844e-6,relative_to_Nucleus (combined),03_CDK9,4,0.7449433526865425,0.7297396927450607,0.7604637711624913,-0.42479737119900973,-0.45454616645423984,-0.3950485759437795
SBF2 - scrambled,Nucleus (combined),4,0.010836206069818756,unnormalised,03_CDK9,NA,1.2584428313938025,1.1385060519019845,1.3910144414610377,0.3316396791623736,0.18714196035971362,0.4761373979650333
SBF2 - scrambled,Nuclear periphery,4,0.021841960934535797,unnormalised,03_CDK9,NA,0.9258263812630797,0.8882570516942989,0.9649847266708625,-0.11118642232544113,-0.1709508580192833,-0.05142198663159918
SBF2 - scrambled,Nuclear periphery - Nucleus (combined),4,0.004772819928419464,relative_to_Nucleus (combined),03_CDK9,4,0.7356920458894984,0.661629996157596,0.8180445105698554,-0.4428261014878147,-0.595903451782628,-0.28974875119300114
SBF2 - scrambled,Nucleus (combined),4,0.016329986830058527,unnormalised,03_CDK9,NA,1.259430611509424,1.1243657563630027,1.410720182672396,0.3327716387939593,0.16911142083944922,0.4964318567484696
SBF2 - scrambled,Nuclear speckles,4,0.1304569072779091,unnormalised,03_CDK9,NA,0.9245615223865298,0.8526478960628624,1.0025404538319245,-0.1131587719168359,-0.22997799633948704,0.0036604525058152506
SBF2 - scrambled,Nuclear speckles - Nucleus (combined),4,3.941827699713619e-4,relative_to_Nucleus (combined),03_CDK9,4,0.7341107274488472,0.6946220271867204,0.7758443283725721,-0.44593041071079526,-0.5256999340821631,-0.3661608873394274
SBF2 - scrambled,Nucleus (combined),4,0.011318929634970637,unnormalised,03_CDK9,NA,1.2592056105139027,1.1374379669237065,1.3940090059047976,0.332513874041385,0.18578786640855668,0.4792398816742131
SBF2 - scrambled,Nucleolus,4,0.02468406586935212,unnormalised,03_CDK9,NA,1.1761662837949496,1.0742695885219593,1.28772809164163,0.23409203963644917,0.10335608384290557,0.36482799542999267
SBF2 - scrambled,Nucleolus - Nucleus (combined),4,0.014158029072719278,relative_to_Nucleus (combined),03_CDK9,4,0.9340541957361012,0.9045014300991474,0.9645725385714204,-0.0984218344049358,-0.14480531100677543,-0.052038357803096104
SBF2 - scrambled,Nucleus (combined),4,0.011304740545504571,unnormalised,03_CDK9,NA,1.2594988704263608,1.1376282672648612,1.3944250949558634,0.33284982820076203,0.18602921793931917,0.4796704384622047
SBF2 - scrambled,Nucleoplasm,4,0.04725508974900155,unnormalised,03_CDK9,NA,1.1329868977019584,1.0391910585658273,1.2352486097560038,0.18013117737227938,0.055460922678420635,0.3048014320661383
SBF2 - scrambled,Nucleoplasm - Nucleus (combined),4,6.846920350129683e-4,relative_to_Nucleus (combined),03_CDK9,4,0.8995537227583413,0.8801248556674625,0.9194114845384274,-0.15271865082848235,-0.1842198940067147,-0.1212174076502501
SBF2 - scrambled,Nucleus (combined),4,0.011148647842689098,unnormalised,03_CDK9,NA,1.2594114706703823,1.1380516246809076,1.3937129195706375,0.33274971253366703,0.18656600314699404,0.47893342192034
SBF2 - scrambled,PML bodies,4,0.17562913044880563,unnormalised,03_CDK9,NA,1.11212508319723,0.9797429268019398,1.2623946209172032,0.15331906032739667,-0.029524842476667396,0.3361629631314609
SBF2 - scrambled,PML bodies - Nucleus (combined),4,0.0017947076993705957,relative_to_Nucleus (combined),03_CDK9,4,0.8830514165519296,0.8543699382058004,0.9126957415097352,-0.17943065220627033,-0.22706720952436005,-0.1317940948881804
SBF2 - scrambled,Nucleus (combined),4,0.15205364141633432,unnormalised,03_RPS6,NA,0.8532376056575999,0.7154713008470739,1.0175312564548569,-0.22898054235922388,-0.483034196497263,0.02507311177881539
SBF2 - scrambled,Cajal bodies,4,0.2521246333099508,unnormalised,03_RPS6,NA,0.885429733455627,0.740795884434695,1.058302063172997,-0.17555027375706483,-0.43285201130291323,0.08175146378878352
SBF2 - scrambled,Cajal bodies - Nucleus (combined),4,0.015055768174713581,relative_to_Nucleus (combined),03_RPS6,4,1.0377293822782416,1.019445700938454,1.056340980056371,0.053430268602159034,0.027784934674740854,0.07907560252957688
SBF2 - scrambled,Nucleus (combined),4,0.1526606107041948,unnormalised,03_RPS6,NA,0.8531951170566052,0.7151521335605581,1.017883990844017,-0.22905238591115068,-0.48367791735075283,0.02557314552845141
SBF2 - scrambled,Nuclear periphery,4,0.566610350293506,unnormalised,03_RPS6,NA,0.9367236947045414,0.7627912204177006,1.1503164388027947,-0.0943045358661146,-0.3906398562874761,0.202030784555247
SBF2 - scrambled,Nuclear periphery - Nucleus (combined),4,0.003554666895854591,relative_to_Nucleus (combined),03_RPS6,4,1.097900909156744,1.0656811972032234,1.1310947490587469,0.13474785004503617,0.0917759146423024,0.17771978544776976
SBF2 - scrambled,Nucleus (combined),4,0.15248860692002522,unnormalised,03_RPS6,NA,0.8533185274994738,0.715439675690487,1.0177692601002506,-0.22884372231821812,-0.4830979676994282,0.02541052306299205
SBF2 - scrambled,Nuclear speckles,4,0.21389570035350344,unnormalised,03_RPS6,NA,0.8788799933036926,0.7404434100590592,1.0431992940120682,-0.1862619089104101,-0.43353861615502404,0.06101479833420415
SBF2 - scrambled,Nuclear speckles - Nucleus (combined),4,0.01824281481048773,relative_to_Nucleus (combined),03_RPS6,4,1.0299553624824285,1.0146103459138973,1.0455324578331608,0.04258181340780805,0.02092577672162022,0.06423785009399582
SBF2 - scrambled,Nucleus (combined),4,0.1517879054819895,unnormalised,03_RPS6,NA,0.8530332611662892,0.7152168549884516,1.017405755444262,-0.22932609920062397,-0.4835473590348603,0.024895160633612662
SBF2 - scrambled,Nucleolus,4,0.35785758574156706,unnormalised,03_RPS6,NA,0.9146151528996332,0.7727778041838703,1.0824856425542244,-0.12876327367375237,-0.37187443737739423,0.11434789002988947
SBF2 - scrambled,Nucleolus - Nucleus (combined),4,7.830924170127916e-4,relative_to_Nucleus (combined),03_RPS6,4,1.0721916653626702,1.0563472631569277,1.0882737215009908,0.10056282552687151,0.07908418363286435,0.12204146742087876
SBF2 - scrambled,Nucleus (combined),4,0.15199487758366484,unnormalised,03_RPS6,NA,0.8532530439857031,0.7155222363502587,1.0174956417629508,-0.228954438730236,-0.48293149247244277,0.025022615011970797
SBF2 - scrambled,Nucleoplasm,4,0.19175828024774322,unnormalised,03_RPS6,NA,0.8675530764658641,0.7264574600124099,1.0360528756529366,-0.2049760711311168,-0.4610497760740112,0.051097633811777614
SBF2 - scrambled,Nucleoplasm - Nucleus (combined),4,0.024163135463316776,relative_to_Nucleus (combined),03_RPS6,4,1.0167594274417855,1.007427838158817,1.026177453246803,0.023978367599119248,0.01067650251609421,0.03728023268214426
SBF2 - scrambled,Nucleus (combined),4,0.1517349025449111,unnormalised,03_RPS6,NA,0.8532040736641026,0.7155401896367356,1.017353325306001,-0.22903724097520606,-0.48289529402728915,0.024820812076877342
SBF2 - scrambled,PML bodies,4,0.28236131314151214,unnormalised,03_RPS6,NA,0.8964974430557797,0.7544273793663709,1.0653214442993437,-0.15762862656895715,-0.40654606023262807,0.09128880709471414
SBF2 - scrambled,PML bodies - Nucleus (combined),4,7.766414186517294e-4,relative_to_Nucleus (combined),03_RPS6,4,1.0507421034756115,1.0397160653371134,1.0618850711500518,0.07140861440624886,0.056189598503098646,0.08662763030939898
SBF2 - scrambled,Nucleus (combined),4,0.04244225693749276,unnormalised,04_MAPK1_pT202_T204,NA,1.4393409538626891,1.1289586968485874,1.8350559566522444,0.525408380946909,0.17499270582595478,0.8758240560678633
SBF2 - scrambled,Cajal bodies,4,0.05374814773631042,unnormalised,04_MAPK1_pT202_T204,NA,1.4012297064519663,1.0974886647554314,1.789034140667872,0.48669347910519506,0.1342060391815197,0.8391809190288703
SBF2 - scrambled,Cajal bodies - Nucleus (combined),4,0.08614020717705861,relative_to_Nucleus (combined),04_MAPK1_pT202_T204,4,0.9735217376338486,0.9511822903249482,0.9963858487334266,-0.038714901841714035,-0.07220624050419402,-0.005223563179233949
SBF2 - scrambled,Nucleus (combined),4,0.04943184548126824,unnormalised,04_MAPK1_pT202_T204,NA,1.440740102078891,1.1145123792593146,1.862457591648994,0.5268101084070534,0.156412641179843,0.8972075756342639
SBF2 - scrambled,Nuclear periphery,4,0.09563956741837464,unnormalised,04_MAPK1_pT202_T204,NA,1.3281080899171218,1.028038708774424,1.7157633107085082,0.40937256719801624,0.03989458739708415,0.7788505469989482
SBF2 - scrambled,Nuclear periphery - Nucleus (combined),4,0.01973864457371425,relative_to_Nucleus (combined),04_MAPK1_pT202_T204,4,0.9218235044618743,0.8835481144070293,0.9617569881281055,-0.11743754120903716,-0.17861939471559757,-0.056255687702476694
SBF2 - scrambled,Nucleus (combined),4,0.04369186326038098,unnormalised,04_MAPK1_pT202_T204,NA,1.4401225891761764,1.1264233205159864,1.8411844233706631,0.5261916250487317,0.17174910773529956,0.880634142362164
SBF2 - scrambled,Nuclear speckles,4,0.055701392284811024,unnormalised,04_MAPK1_pT202_T204,NA,1.4044721754511529,1.0947158046728989,1.8018759601318535,0.4900280429504118,0.1305563854385845,0.8494997004622392
SBF2 - scrambled,Nuclear speckles - Nucleus (combined),4,0.018044456793109828,relative_to_Nucleus (combined),04_MAPK1_pT202_T204,4,0.975244875684217,0.9629318440966809,0.9877153542892189,-0.03616358209832,-0.0544944065418438,-0.017832757654796055
SBF2 - scrambled,Nucleus (combined),4,0.04111363451069001,unnormalised,04_MAPK1_pT202_T204,NA,1.438802988153686,1.1317732096547535,1.829124440356275,0.5248690608258717,0.17858489272268438,0.8711532289290592
SBF2 - scrambled,Nucleolus,4,0.03683458001945704,unnormalised,04_MAPK1_pT202_T204,NA,1.4577453244127825,1.1471333047476322,1.8524625011343647,0.5437386954537009,0.19803305214149983,0.8894443387659017
SBF2 - scrambled,Nucleolus - Nucleus (combined),4,0.06221206873867659,relative_to_Nucleus (combined),04_MAPK1_pT202_T204,4,1.013165343980418,1.0030956156124113,1.0233361588528687,0.018869634627829205,0.004459130970225575,0.033280138285432664
SBF2 - scrambled,Nucleus (combined),4,0.04093954183049131,unnormalised,04_MAPK1_pT202_T204,NA,1.438760604415294,1.1321530502285881,1.8284030382636967,0.5248265618108336,0.17906900223371583,0.8705841213879514
SBF2 - scrambled,Nucleoplasm,4,0.0433239762642088,unnormalised,04_MAPK1_pT202_T204,NA,1.422198100451288,1.1225990302226794,1.8017541281200273,0.5081224344601825,0.16684271811502466,0.8494021508053402
SBF2 - scrambled,Nucleoplasm - Nucleus (combined),4,0.04974221447776461,relative_to_Nucleus (combined),04_MAPK1_pT202_T204,4,0.9884883531609229,0.9804564291689171,0.9965860748784513,-0.016704127350651216,-0.028474575452727996,-0.004933679248574459
SBF2 - scrambled,Nucleus (combined),4,0.04715652838881694,unnormalised,04_MAPK1_pT202_T204,NA,1.4395406095194105,1.1189107215499396,1.8520487171531899,0.525608487981504,0.16209492754255087,0.889122048420457
SBF2 - scrambled,PML bodies,4,0.04522667126564149,unnormalised,04_MAPK1_pT202_T204,NA,1.442538786859109,1.123717775697011,1.851815639654018,0.5286101104527265,0.1682797448754777,0.8889404760299756
SBF2 - scrambled,PML bodies - Nucleus (combined),4,0.7254975435387553,relative_to_Nucleus (combined),04_MAPK1_pT202_T204,4,1.0020827320326167,0.9912947819017931,1.0129880840404097,0.00300162247122258,-0.012613958617218805,0.018617203559664283
